Statistical profiling result from isolate-0x3c50778-v8.log, (22345 ticks, 1749 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  v8::internal::AstValueFactory::GetString(unsigned int, bool, v8::internal::Vector<unsigned char const>)
      1    0.0%    0.0%  v8::internal::Assembler::target_at_put(int, int)
      1    0.0%    0.0%  v8::internal::Assembler::movw(v8::internal::Register, unsigned int, v8::internal::Condition)
      1    0.0%    0.0%  v8::internal::Assembler::b(v8::internal::Label*, v8::internal::Condition)
      1    0.0%    0.0%  v8::internal::Assembler::IsLdrPcImmediateOffset(int)
      1    0.0%    0.0%  v8::internal::Assembler::CheckBuffer()
      1    0.0%    0.0%  v8::internal::Assembler::AllocateAndInstallRequestedHeapObjects(v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::AllocationObserver::AllocationStep(int, unsigned int, unsigned int)
      1    0.0%    0.0%  v8::internal::AllocWithRetry(unsigned int)
      1    0.0%    0.0%  v8::internal::AccountingAllocator::ReturnSegment(v8::internal::Segment*)
      1    0.0%    0.0%  v8::internal::(anonymous namespace)::UpdateDescriptorForValue(v8::internal::Handle<v8::internal::Map>, int, v8::internal::PropertyConstness, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::(anonymous namespace)::ProbeInstantiationsCache(v8::internal::Isolate*, int, v8::internal::(anonymous namespace)::CachingMode)
      1    0.0%    0.0%  v8::internal::(anonymous namespace)::GetPropertyIfPresent(v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::Object>*) [clone .constprop.31]
      1    0.0%    0.0%  v8::internal::(anonymous namespace)::GetOptimizedCode(v8::internal::Handle<v8::internal::JSFunction>, v8::internal::ConcurrencyMode, v8::internal::BailoutId, v8::internal::JavaScriptFrame*)
      1    0.0%    0.0%  v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastPackedObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)2> >::GetDetails(v8::internal::JSObject*, unsigned int)
      1    0.0%    0.0%  v8::internal::(anonymous namespace)::ArrayBoilerplate::Create(v8::internal::Isolate*, v8::internal::Handle<v8::internal::HeapObject>, int, v8::internal::PretenureFlag) [clone .isra.36]
      1    0.0%    0.0%  v8::base::hash_value(unsigned long long)
      1    0.0%    0.0%  v8::base::RecursiveMutex::Lock()
      1    0.0%    0.0%  v8::Value::IntegerValue() const
      1    0.0%    0.0%  v8::Object::SetAlignedPointerInInternalField(int, void*)
      1    0.0%    0.0%  v8::Object::Has(v8::Local<v8::Context>, v8::Local<v8::Value>)
      1    0.0%    0.0%  v8::HandleScope::CreateHandle(v8::internal::Isolate*, v8::internal::Object*)
      1    0.0%    0.0%  uv__write
      1    0.0%    0.0%  uv__stream_io
      1    0.0%    0.0%  u_hasBinaryProperty_64
      1    0.0%    0.0%  std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const
      1    0.0%    0.0%  std::ostream::sentry::sentry(std::ostream&)
      1    0.0%    0.0%  std::ostream& std::ostream::_M_insert<long>(long)
      1    0.0%    0.0%  std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, int)
      1    0.0%    0.0%  std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)
      1    0.0%    0.0%  std::_Hashtable<v8::internal::JSArrayBuffer*, std::pair<v8::internal::JSArrayBuffer* const, unsigned int>, std::allocator<std::pair<v8::internal::JSArrayBuffer* const, unsigned int> >, std::__detail::_Select1st, std::equal_to<v8::internal::JSArrayBuffer*>, v8::internal::LocalArrayBufferTracker::Hasher, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::erase(std::__detail::_Node_const_iterator<std::pair<v8::internal::JSArrayBuffer* const, unsigned int>, false, true>)
      1    0.0%    0.0%  sigaddset
      1    0.0%    0.0%  operator new[](unsigned int, std::nothrow_t const&)
      1    0.0%    0.0%  operator new(unsigned int, std::nothrow_t const&)
      1    0.0%    0.0%  node::i18n::(anonymous namespace)::GetVersion(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::fs::Unlink(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::fs::LStat(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::fs::Close(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::StreamListener::OnStreamAlloc(unsigned int)
      1    0.0%    0.0%  node::LibuvStreamWrap::Initialize(v8::Local<v8::Object>, v8::Local<v8::Value>, v8::Local<v8::Context>)::{lambda(v8::FunctionCallbackInfo<v8::Value> const&)#1}::_FUN(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::HandleWrap::OnClose(uv_handle_s*)
      1    0.0%    0.0%  node::Environment::StartProfilerIdleNotifier()::{lambda(uv_check_s*)#2}::_FUN(uv_check_s*)
      1    0.0%    0.0%  node::EmitToJSStreamListener::OnStreamRead(int, uv_buf_t const&)
      1    0.0%    0.0%  do_futex_wait.constprop.2
      1    0.0%    0.0%  brk
      1    0.0%    0.0%  __munmap
      1    0.0%    0.0%  __mmap
      1    0.0%    0.0%  __libc_realloc
      1    0.0%    0.0%  __GI___pthread_mutex_unlock

 [Summary]:
   ticks  total  nonlib   name
   2265   10.1%   10.2%  JavaScript
  18169   81.3%   81.8%  C++
    254    1.1%    1.1%  GC
    140    0.6%          Shared libraries
   1749    7.8%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name
   1688   22.3%    7.6%  __libc_write
    521    6.9%    2.3%  void node::StreamBase::JSMethod<node::LibuvStreamWrap, &(int node::StreamBase::WriteString<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&))>(v8::FunctionCallbackInfo<v8::Value> const&)
    460    6.1%    2.1%  __clock_gettime
    372    4.9%    1.7%  v8::internal::JsonStringifier::Result v8::internal::JsonStringifier::Serialize_<true>(v8::internal::Handle<v8::internal::Object>, bool, v8::internal::Handle<v8::internal::Object>)
    367    4.9%    1.6%  v8::internal::JsonStringifier::SerializeString(v8::internal::Handle<v8::internal::String>)
    263    3.5%    1.2%  __GI___pthread_getspecific
    130    1.7%    0.6%  v8::internal::String::GetFlatContent()
    114    1.5%    0.5%  node::contextify::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
    106    1.4%    0.5%  v8::Isolate::GetCurrentContext()
    100    1.3%    0.4%  v8::internal::LookupIterator::PropertyOrElement(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, bool*, v8::internal::LookupIterator::Configuration)
     87    1.2%    0.4%  v8::internal::JSObject::FastPropertyAt(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Representation, v8::internal::FieldIndex)
     78    1.0%    0.3%  v8::internal::FieldIndex::ForDescriptor(v8::internal::Map const*, int)
     69    0.9%    0.3%  v8::EscapableHandleScope::EscapableHandleScope(v8::Isolate*)
     65    0.9%    0.3%  v8::internal::String::SlowEquals(v8::internal::String*)
     58    0.8%    0.3%  v8::internal::LookupIterator::State v8::internal::LookupIterator::LookupInRegularHolder<false>(v8::internal::Map*, v8::internal::JSReceiver*) [clone .part.64]
     58    0.8%    0.3%  v8::internal::JsonParser<false>::ScanJsonString()
     58    0.8%    0.3%  _init
     57    0.8%    0.3%  v8::internal::Heap::AllocateRaw(int, v8::internal::AllocationSpace, v8::internal::AllocationAlignment)
     55    0.7%    0.2%  v8::base::Thread::GetThreadLocal(int)
     48    0.6%    0.2%  v8::Object::Get(v8::Local<v8::Context>, v8::Local<v8::Value>)
     45    0.6%    0.2%  v8::internal::IntToCString(int, v8::internal::Vector<char>)
     43    0.6%    0.2%  v8::(anonymous namespace)::CallDepthScope<false>::CallDepthScope(v8::internal::Isolate*, v8::Local<v8::Context>)
     43    0.6%    0.2%  node::contextify::ContextifyContext::CompileFunction(v8::FunctionCallbackInfo<v8::Value> const&)
     42    0.6%    0.2%  v8::internal::StringTable::LookupString(v8::internal::Isolate*, v8::internal::Handle<v8::internal::String>)
     42    0.6%    0.2%  v8::internal::JsonParser<false>::ParseJsonObject()
     42    0.6%    0.2%  v8::EscapableHandleScope::Escape(v8::internal::Object**)
     41    0.5%    0.2%  v8::internal::LookupIterator::GetDataValue() const
     40    0.5%    0.2%  v8::HandleScope::~HandleScope()
     38    0.5%    0.2%  v8::internal::Object::GetProperty(v8::internal::LookupIterator*)
     37    0.5%    0.2%  v8::internal::Factory::NewFixedArrayWithFiller(v8::internal::Heap::RootListIndex, int, v8::internal::Object*, v8::internal::PretenureFlag)
     33    0.4%    0.1%  void v8::internal::String::WriteToFlat<unsigned char>(v8::internal::String*, unsigned char*, int, int)
     33    0.4%    0.1%  v8::internal::PropertyDescriptor::ToPropertyDescriptor(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyDescriptor*)
     32    0.4%    0.1%  v8::internal::Runtime::GetObjectProperty(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, bool*)
     31    0.4%    0.1%  void v8::internal::LookupIterator::NextInternal<false>(v8::internal::Map*, v8::internal::JSReceiver*)
     31    0.4%    0.1%  v8::internal::JSObject::GetElementsAccessor()
     31    0.4%    0.1%  __libc_malloc
     30    0.4%    0.1%  v8::internal::LookupIterator::State v8::internal::LookupIterator::LookupInRegularHolder<true>(v8::internal::Map*, v8::internal::JSReceiver*) [clone .part.62]
     30    0.4%    0.1%  v8::internal::JsonStringifier::StackPush(v8::internal::Handle<v8::internal::Object>)
     30    0.4%    0.1%  v8::internal::JsonParser<false>::ParseJsonNumber()
     30    0.4%    0.1%  node::(anonymous namespace)::TimerWrap::Now(v8::FunctionCallbackInfo<v8::Value> const&)
     28    0.4%    0.1%  v8::internal::(anonymous namespace)::MakeStringThin(v8::internal::String*, v8::internal::String*, v8::internal::Isolate*)
     27    0.4%    0.1%  memcmp
     25    0.3%    0.1%  v8::internal::ConsString* v8::internal::String::VisitFlat<v8::internal::IteratingStringHasher>(v8::internal::IteratingStringHasher*, v8::internal::String*, int)
     24    0.3%    0.1%  v8::internal::JSArray::SetLength(v8::internal::Handle<v8::internal::JSArray>, unsigned int)
     24    0.3%    0.1%  v8::Value::Uint32Value(v8::Local<v8::Context>) const
     24    0.3%    0.1%  v8::(anonymous namespace)::CallDepthScope<false>::~CallDepthScope()
     23    0.3%    0.1%  v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::SetLengthImpl(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSArray>, unsigned int, v8::internal::Handle<v8::internal::FixedArrayBase>)
     22    0.3%    0.1%  v8::internal::JsonStringifier::ApplyToJsonFunction(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>)
     22    0.3%    0.1%  v8::Locker::IsActive()
     21    0.3%    0.1%  __udivmoddi4
     19    0.3%    0.1%  v8::internal::ThreadId::GetCurrentThreadId()
     19    0.3%    0.1%  v8::internal::SlicedString::SlicedStringGet(int)
     19    0.3%    0.1%  v8::internal::JSReceiver::class_name()
     18    0.2%    0.1%  v8::internal::HeapObject::map() const
     18    0.2%    0.1%  int v8::internal::BinarySearch<(v8::internal::SearchMode)0, v8::internal::TransitionArray>(v8::internal::TransitionArray*, v8::internal::Name*, int, int*)
     17    0.2%    0.1%  v8::internal::JsonStringifier::Result v8::internal::JsonStringifier::Serialize_<false>(v8::internal::Handle<v8::internal::Object>, bool, v8::internal::Handle<v8::internal::Object>)
     17    0.2%    0.1%  v8::internal::JsonParser<false>::CommitStateToJsonObject(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Map>, v8::internal::Vector<v8::internal::Handle<v8::internal::Object> const>)
     17    0.2%    0.1%  v8::internal::JSObject::AllocateStorageForMap(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Map>)
     17    0.2%    0.1%  v8::internal::Accessors::ArrayLengthSetter(v8::Local<v8::Name>, v8::Local<v8::Value>, v8::PropertyCallbackInfo<v8::Boolean> const&)
     17    0.2%    0.1%  v8::Value::IsExternal() const
     17    0.2%    0.1%  __write
     16    0.2%    0.1%  v8::internal::Map::FindRootMap() const
     16    0.2%    0.1%  v8::internal::Logger::ApiEntryCall(char const*)
     16    0.2%    0.1%  v8::internal::Factory::NewRawOneByteString(int, v8::internal::PretenureFlag)
     15    0.2%    0.1%  v8::internal::FastDtoa(double, v8::internal::FastDtoaMode, int, v8::internal::Vector<char>, int*, int*)
     15    0.2%    0.1%  v8::Value::ToInteger(v8::Local<v8::Context>) const
     15    0.2%    0.1%  v8::HandleScope::HandleScope(v8::Isolate*)
     15    0.2%    0.1%  node::GetBinding(v8::FunctionCallbackInfo<v8::Value> const&)
     15    0.2%    0.1%  memmove
     15    0.2%    0.1%  __pthread_mutex_unlock_usercnt
     14    0.2%    0.1%  void v8::internal::LookupIterator::Start<false>()
     14    0.2%    0.1%  v8::internal::compiler::GraphReducer::ReduceTop()
     14    0.2%    0.1%  v8::internal::String::Flatten(v8::internal::Handle<v8::internal::String>, v8::internal::PretenureFlag)
     14    0.2%    0.1%  v8::internal::Accessors::ArrayLengthGetter(v8::Local<v8::Name>, v8::PropertyCallbackInfo<v8::Value> const&)
     14    0.2%    0.1%  v8::Isolate::GetCurrent()
     14    0.2%    0.1%  v8::External::Value() const
     13    0.2%    0.1%  v8::internal::Object::GetPropertyWithAccessor(v8::internal::LookupIterator*)
     13    0.2%    0.1%  v8::internal::MaybeHandle<v8::internal::Object> v8::internal::(anonymous namespace)::HandleApiCallHelper<false>(v8::internal::Isolate*, v8::internal::Handle<v8::internal::HeapObject>, v8::internal::Handle<v8::internal::HeapObject>, v8::internal::Handle<v8::internal::FunctionTemplateInfo>, v8::internal::Handle<v8::internal::Object>, v8::internal::BuiltinArguments)
     13    0.2%    0.1%  v8::internal::Execution::Call(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, int, v8::internal::Handle<v8::internal::Object>*)
     13    0.2%    0.1%  v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleySmiElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)1> >::GetEntryForIndex(v8::internal::Isolate*, v8::internal::JSObject*, v8::internal::FixedArrayBase*, unsigned int)
     13    0.2%    0.1%  uv_timer_start
     12    0.2%    0.1%  v8::internal::TransitionsAccessor::FindTransitionToDataProperty(v8::internal::Handle<v8::internal::Name>, v8::internal::TransitionsAccessor::RequestedLocation)
     12    0.2%    0.1%  v8::internal::MapUpdater::FindTargetMap()
     12    0.2%    0.1%  v8::internal::JsonParser<false>::ParseJsonValue()
     12    0.2%    0.1%  v8::internal::JSReceiver::ValidateAndApplyPropertyDescriptor(v8::internal::Isolate*, v8::internal::LookupIterator*, bool, v8::internal::PropertyDescriptor*, v8::internal::PropertyDescriptor*, v8::internal::ShouldThrow, v8::internal::Handle<v8::internal::Name>)
     12    0.2%    0.1%  v8::internal::JSObject::MigrateToMap(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Map>, int)
     12    0.2%    0.1%  v8::internal::Heap::NotifyObjectLayoutChange(v8::internal::HeapObject*, int, v8::internal::PerThreadAssertScopeDebugOnly<(v8::internal::PerThreadAssertType)0, false> const&)
     12    0.2%    0.1%  v8::internal::FixedArray::set(int, v8::internal::Object*)
     12    0.2%    0.1%  v8::internal::Factory::NewStringFromOneByte(v8::internal::Vector<unsigned char const>, v8::internal::PretenureFlag)
     12    0.2%    0.1%  cfree
     11    0.1%    0.0%  v8::internal::Heap::AllocateRawWithRetryOrFail(int, v8::internal::AllocationSpace, v8::internal::AllocationAlignment)
     11    0.1%    0.0%  v8::internal::FunctionTemplateInfo::IsTemplateFor(v8::internal::Map*) [clone .part.334]
     11    0.1%    0.0%  v8::internal::Factory::NewStringFromUtf8(v8::internal::Vector<char const>, v8::internal::PretenureFlag)
     11    0.1%    0.0%  node::(anonymous namespace)::TimerWrap::New(v8::FunctionCallbackInfo<v8::Value> const&)
     10    0.1%    0.0%  v8::internal::TransitionArray::SearchDetails(int, v8::internal::PropertyKind, v8::internal::PropertyAttributes, int*)
     10    0.1%    0.0%  v8::internal::StringHasher::GetHashField()
     10    0.1%    0.0%  v8::internal::LookupIterator::TransitionToAccessorProperty(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes)
     10    0.1%    0.0%  v8::internal::KeyAccumulator::CollectOwnPropertyNames(v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::JSObject>)
     10    0.1%    0.0%  v8::internal::JSReceiver::OrdinaryDefineOwnProperty(v8::internal::LookupIterator*, v8::internal::PropertyDescriptor*, v8::internal::ShouldThrow)
     10    0.1%    0.0%  v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::SetLength(v8::internal::Handle<v8::internal::JSArray>, unsigned int)
     10    0.1%    0.0%  node::(anonymous namespace)::DecodeData(v8::FunctionCallbackInfo<v8::Value> const&)
      9    0.1%    0.0%  v8::internal::Runtime_StoreCallbackProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      9    0.1%    0.0%  v8::internal::OrderedHashSet::Add(v8::internal::Handle<v8::internal::OrderedHashSet>, v8::internal::Handle<v8::internal::Object>)
      9    0.1%    0.0%  v8::internal::Object::CreateListFromArrayLike(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::ElementTypes)
      9    0.1%    0.0%  v8::internal::JSObject::EnsureWritableFastElements(v8::internal::Handle<v8::internal::JSObject>)
      9    0.1%    0.0%  v8::internal::HeapObject::SizeFromMap(v8::internal::Map*) const
      9    0.1%    0.0%  v8::internal::Heap::RightTrimFixedArray(v8::internal::FixedArrayBase*, int)
      9    0.1%    0.0%  v8::internal::Factory::TryNewFixedArray(int, v8::internal::PretenureFlag)
      9    0.1%    0.0%  v8::Integer::NewFromUnsigned(v8::Isolate*, unsigned int)
      9    0.1%    0.0%  v8::Integer::New(v8::Isolate*, int)
      9    0.1%    0.0%  strlen
      9    0.1%    0.0%  node::(anonymous namespace)::TimerWrap::Start(v8::FunctionCallbackInfo<v8::Value> const&)
      8    0.1%    0.0%  v8::internal::compiler::SourcePositionTable::GetSourcePosition(v8::internal::compiler::Node*) const
      8    0.1%    0.0%  v8::internal::compiler::(anonymous namespace)::SourcePositionWrapper::Reduce(v8::internal::compiler::Node*)
      8    0.1%    0.0%  v8::internal::String::ToNumber(v8::internal::Handle<v8::internal::String>)
      8    0.1%    0.0%  v8::internal::KeyAccumulator::AddKey(v8::internal::Object*, v8::internal::AddKeyConversion)
      8    0.1%    0.0%  v8::internal::JSObject::AddDataElement(v8::internal::Handle<v8::internal::JSObject>, unsigned int, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::ShouldThrow)
      8    0.1%    0.0%  double v8::internal::(anonymous namespace)::InternalStringToDouble<unsigned char const*, unsigned char const*>(v8::internal::UnicodeCache*, unsigned char const*, unsigned char const*, int, double)
      7    0.1%    0.0%  v8::internal::Strtod(v8::internal::Vector<char const>, int)
      7    0.1%    0.0%  v8::internal::String::SlowFlatten(v8::internal::Handle<v8::internal::ConsString>, v8::internal::PretenureFlag)
      7    0.1%    0.0%  v8::internal::String::ComputeAndSetHash()
      7    0.1%    0.0%  v8::internal::Runtime_StringSplit(int, v8::internal::Object**, v8::internal::Isolate*)
      7    0.1%    0.0%  v8::internal::Runtime_DeleteProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      7    0.1%    0.0%  v8::internal::PagedSpace::AllocateRaw(int, v8::internal::AllocationAlignment)
      7    0.1%    0.0%  v8::internal::Object::GetOrCreateHash(v8::internal::Isolate*)
      7    0.1%    0.0%  v8::internal::Name::Hash()
      7    0.1%    0.0%  v8::internal::Map::GetConstructor() const
      7    0.1%    0.0%  v8::internal::JSReceiver::DefineProperties(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>)
      7    0.1%    0.0%  v8::internal::JSObject::GetHeaderSize(v8::internal::InstanceType, bool)
      7    0.1%    0.0%  v8::internal::Factory::NewStruct(v8::internal::InstanceType, v8::internal::PretenureFlag)
      7    0.1%    0.0%  v8::internal::Factory::InitializeJSObjectBody(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Map>, int)
      7    0.1%    0.0%  v8::internal::Factory::GetNumberStringCache(v8::internal::Handle<v8::internal::Object>)
      7    0.1%    0.0%  v8::internal::(anonymous namespace)::GetIdentityHashHelper(v8::internal::Isolate*, v8::internal::JSReceiver*) [clone .isra.398]
      7    0.1%    0.0%  v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleySmiElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)1> >::Get(v8::internal::Handle<v8::internal::JSObject>, unsigned int)
      7    0.1%    0.0%  operator new(unsigned int)
      7    0.1%    0.0%  memcpy
      6    0.1%    0.0%  v8::internal::Zone::New(unsigned int)
      6    0.1%    0.0%  v8::internal::TransitionsAccessor::SearchTransition(v8::internal::Name*, v8::internal::PropertyKind, v8::internal::PropertyAttributes)
      6    0.1%    0.0%  v8::internal::TransitionsAccessor::Initialize()
      6    0.1%    0.0%  v8::internal::StackFrameIterator::StackFrameIterator(v8::internal::Isolate*)
      6    0.1%    0.0%  v8::internal::PowersOfTenCache::GetCachedPowerForBinaryExponentRange(int, int, v8::internal::DiyFp*, int*)
      6    0.1%    0.0%  v8::internal::Object::AddDataProperty(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::ShouldThrow, v8::internal::Object::StoreFromKeyed)
      6    0.1%    0.0%  v8::internal::NormalizedMapCache::Get(v8::internal::Handle<v8::internal::Map>, v8::internal::PropertyNormalizationMode)
      6    0.1%    0.0%  v8::internal::MaybeHandle<v8::internal::Object> v8::internal::(anonymous namespace)::HandleApiCallHelper<true>(v8::internal::Isolate*, v8::internal::Handle<v8::internal::HeapObject>, v8::internal::Handle<v8::internal::HeapObject>, v8::internal::Handle<v8::internal::FunctionTemplateInfo>, v8::internal::Handle<v8::internal::Object>, v8::internal::BuiltinArguments)
      6    0.1%    0.0%  v8::internal::Map::TransitionToAccessorProperty(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Name>, int, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes)
      6    0.1%    0.0%  v8::internal::Logger::ApiNamedPropertyAccess(char const*, v8::internal::JSObject*, v8::internal::Object*)
      6    0.1%    0.0%  v8::internal::KeyAccumulator::CollectOwnElementIndices(v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::JSObject>)
      6    0.1%    0.0%  v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
      6    0.1%    0.0%  v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastPackedSmiElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)0> >::Get(v8::internal::Handle<v8::internal::JSObject>, unsigned int)
      6    0.1%    0.0%  v8::Object::InternalFieldCount()
      6    0.1%    0.0%  uv__hrtime
      6    0.1%    0.0%  node::Environment::GetNow()
      6    0.1%    0.0%  int v8::internal::BinarySearch<(v8::internal::SearchMode)1, v8::internal::DescriptorArray>(v8::internal::DescriptorArray*, v8::internal::Name*, int, int*)
      6    0.1%    0.0%  __GI___pthread_mutex_lock
      5    0.1%    0.0%  void v8::internal::LookupIterator::RestartInternal<false>(v8::internal::LookupIterator::InterceptorState)
      5    0.1%    0.0%  v8::internal::compiler::GraphTrimmer::TrimGraph()
      5    0.1%    0.0%  v8::internal::compiler::GraphReducer::Reduce(v8::internal::compiler::Node*)
      5    0.1%    0.0%  v8::internal::StringTable::LookupStringIfExists_NoAllocate(v8::internal::String*)
      5    0.1%    0.0%  v8::internal::Runtime_StringToNumber(int, v8::internal::Object**, v8::internal::Isolate*)
      5    0.1%    0.0%  v8::internal::MapUpdater::FindRootMap()
      5    0.1%    0.0%  v8::internal::LookupIterator::GetAccessors() const
      5    0.1%    0.0%  v8::internal::KeyAccumulator::CollectKeys(v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::JSReceiver>)
      5    0.1%    0.0%  v8::internal::JSReceiver::SetProperties(v8::internal::HeapObject*)
      5    0.1%    0.0%  v8::internal::JSReceiver::GetPropertyAttributes(v8::internal::LookupIterator*)
      5    0.1%    0.0%  v8::internal::JSReceiver::GetOwnPropertyDescriptor(v8::internal::LookupIterator*, v8::internal::PropertyDescriptor*)
      5    0.1%    0.0%  v8::internal::JSObject::SetNormalizedProperty(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyDetails)
      5    0.1%    0.0%  v8::internal::JSObject::HasEnumerableElements()
      5    0.1%    0.0%  v8::internal::JSObject::DefineOwnPropertyIgnoreAttributes(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::ShouldThrow, v8::internal::JSObject::AccessorInfoHandling)
      5    0.1%    0.0%  v8::internal::Heap::CreateFillerObjectAt(unsigned int, int, v8::internal::ClearRecordedSlots, v8::internal::ClearFreedMemoryMode)
      5    0.1%    0.0%  v8::internal::HashTable<v8::internal::NameDictionary, v8::internal::NameDictionaryShape>::Rehash(v8::internal::NameDictionary*)
      5    0.1%    0.0%  v8::internal::FastKeyAccumulator::Prepare() [clone .part.54]
      5    0.1%    0.0%  v8::internal::Factory::NumberToString(v8::internal::Handle<v8::internal::Object>, bool)
      5    0.1%    0.0%  v8::internal::Factory::InitializeJSObjectFromMap(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Map>)
      5    0.1%    0.0%  v8::internal::Factory::CopyJSObjectWithAllocationSite(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::AllocationSite>)
      5    0.1%    0.0%  v8::internal::Factory::AllocateRawArray(int, v8::internal::PretenureFlag)
      5    0.1%    0.0%  v8::internal::DoubleToCString(double, v8::internal::Vector<char>)
      5    0.1%    0.0%  v8::internal::Builtin_NumberPrototypeToString(int, v8::internal::Object**, v8::internal::Isolate*)
      5    0.1%    0.0%  v8::internal::BiggestPowerTen(unsigned int, int, unsigned int*, int*)
      5    0.1%    0.0%  v8::internal::(anonymous namespace)::CallJsIntrinsic(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSFunction>, v8::internal::BuiltinArguments)
      5    0.1%    0.0%  v8::Value::Int32Value(v8::Local<v8::Context>) const
